"","Year","CountryCode","Access to electricity (% of population)","Access to electricity, urban (% of urban population)","Population ages 15-64, total","Population ages 15-64, male","Population ages 15-64, female","Population, total","Population ages 15-64 (% of total population)","Urban population","Urban land area (sq. km)","CO2 emissions from transport (% of total fuel combustion)","Railways, passengers carried (million passenger-km)","Rail lines (total route-km)","Adjusted net national income per capita (constant 2010 US$)","GDP per capita (constant 2010 US$)","Public private partnerships investment in ICT (current US$)","Investment in ICT with private participation (current US$)","Mobile cellular subscriptions (per 100 people)","Individuals using the Internet (% of population)","Fixed broadband subscriptions (per 100 people)","Researchers in R&D (per million people)","Research and development expenditure (% of GDP)","CO2 emissions (metric tons per capita)","Urban population (% of total population)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Gross enrolment ratio, lower secondary, both sexes (%)","joinID","Registrations or Sales of New Vehicles","Vehicles in Use","Number of registered passenger cars (in thousand)","Number of taxis or taxicabs (in thousand)","Total number of registered motorcycles (in thousand)","Number of public buses (in thousand)","Number of traffic accident casualties (injuries) by road","Total number of registered buses (in thousand)","Total number of registered road motor vehicles (in thousand)","the total length of the road network and includes the length of the paved and unpaved portions (km)","Number of Charging Station","Number of Car Sharing","Number of Public Transport Node","Google Trends for Grab","Google Trends for Google Maps","Road accidents deaths (nbr)","Road accidents injury (nbr)","Road accidents deaths (per 1MM habitants)","Accidents involving casualities (nbr)","Road accidents deaths (per 1MM vehicles)","Infrastructure investment rail (eur)","Infrastructure investment road (eur)","Infrastructure investment inland total (percentage GDp)","Infrastructure investment sea (eur)","Infrastructure investment air (eur)","Infrastructure investment inland waterways (eur)","Infrastructure maintenance rail (eur)","Infrastructure maintenance road (eur)","Infrastructure maintenance air (eur)","Infrastructure maintenance sea (eur)","Infrastructure maintenance inland waterways (eur)","Passenger transport by rail (MM pkm)","Passenger transport by road (MM pkm)","Passenger transport by inland (MM pkm)","Country"
"488",2008,"ITA",100,99.8386764526367,38683286,19251975,19431113,58826731,65.7580077454458,40056298,NA,27.4968512385129,49524,16860.9,30993.6185294939,37653.7480014558,NA,NA,153.3227536,44.53,19.13757364,1625.30333,1.16367,7.60176496973799,68.092,74.5500030517578,104.02611,"ITA2008",2421918,40894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4725,310745,80.320628389159,218963,92.1808442626,7.109e+09,1.3051e+10,1.2330712217395,9.4e+08,1.26e+08,3.4e+07,8.036e+09,1.0756e+10,9.8e+07,1.163e+09,8.3e+07,49524,778797,828321,"Italy"
"489",2009,"ITA",100,99.8849487304688,38798488,19283249,19514910,59095365,65.6540286986222,40308358,NA,29.1467897082975,48124,17003.842,29605.9852186497,35503.1510279269,NA,NA,152.3254107,48.83,20.44566317,1723.02044,1.22126,6.79565148637292,68.209,75.0299987792969,106.48322,"ITA2009",2357443,41213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4237,307258,71.697670367211,215405,83.184323385153,5.687e+09,5.641e+09,0.71992122521146,1.278e+09,1.17e+08,2.7e+07,7.832e+09,6.008e+09,1e+08,1.287e+09,8.2e+07,48124,821618,869742,"Italy"
"490",2010,"ITA",100,99.9330368041992,38823371,19280432,19542936,59277417,65.4943700259463,40502481,73540.88281,27.8522034244303,47172,16703.7,29580.9893171389,36000.5201179254,NA,NA,157.8857589,53.68,22.07834377,1743.3443,1.22311,6.83837457020099,68.327,74.7200012207031,108.16424,"ITA2010",2164153,41650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4114,304720,69.40248425467,212997,80.332105499213,4.773e+09,3.389e+09,0.50916060864429,1.345e+09,6.34e+08,4.2e+07,7.829e+09,6.437e+09,1.02e+08,1.098e+09,8.1e+07,47172,800609,847781,"Italy"
"491",2011,"ITA",100,99.9709091186523,38757674,19239259,19517745,59379449,65.2711916526445,40641670,NA,28.4159266685763,46845,16726.4,29439.6988228472,36192.8663751007,NA,NA,161.1720125,54.3899983,22.68655752,1781.38859,1.20984,6.70255761383033,68.444,74.9599990844727,108.98219,"ITA2011",1942949,42067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3860,292019,65.005655407816,205638,75.229438581215,4.466e+09,4.129e+09,0.52348564899666,1.268e+09,1.84e+08,3.6e+07,7.675e+09,6.22e+09,9.5e+07,1.447e+09,7.8e+07,46845,767772,814617,"Italy"
"492",2012,"ITA",100,99.9921569824219,38712836,19219428,19492553,59539717,65.0201886386071,40894259,NA,27.9556986196737,46759,16741.6,28216.513279949,35019.4718880864,NA,NA,162.3070852,55.82999799,22.98510954,1848.62689,1.27087,6.20541385845015,68.684,75.0899963378906,108.79697,"ITA2012",1545764,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3753,266864,63.033554559892,188228,73.167533454017,4.238e+09,3.107e+09,0.45537971385261,1.343e+09,9.8e+07,5.2e+07,7.477e+09,7.196e+09,1.15e+08,1.628e+09,7.7e+07,46759,680180,726939,"Italy"
"493",2013,"ITA",100,99.9990539550781,39007077,19377809,19628575,60233948,64.7592901271348,41548775,NA,29.8423423423423,48739,16751.6,27463.6562332431,33978.551774946,NA,NA,160.9908765,58.4593,23.29020159,1930.68673,1.30768,5.73294187855659,68.979,75.1800003051758,109.2559,"ITA2013",1420814,41829.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3401,258093,56.463175882145,181660,66.336201465443,4.103e+09,2.841e+09,0.43900135129328,1.126e+09,8.7e+07,1.36e+08,7.205e+09,9.134e+09,1.09e+08,1.263e+09,1.13e+08,48739,722138,770877,"Italy"
"494",2014,"ITA",100,100,39223884,19503913,19719614,60789140,64.5244929532747,42109853,NA,32.9548653467205,49957,16722.6,27502.9578439592,33666.6919106164,NA,NA,148.8415405,55.63846022,23.80827259,1956.36059,1.34301,5.27086678640296,69.272,75.3199996948242,107.21759,"ITA2014",1493008,41945.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3381,251147,55.618487117929,177031,65.438963833911,4.742e+09,3.86e+09,0.55056956913507,1.168e+09,1.23e+08,3.58e+08,7.194e+09,9.564e+09,9.3e+07,2.609e+09,1.25e+08,49957,745726,795683,"Italy"
"495",2015,"ITA",100,100,39071616,19448724,19622890,60730582,64.3359820070799,42247229,NA,NA,52207,16723.8,27714.2431998654,33961.4361902228,NA,NA,144.756385,58.14173496,24.59646983,2077.88262,1.34115,NA,69.565,75.620002746582,105.11044,"ITA2015",1726079,42241.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3428,246920,56.446025826,174539,66.036745210646,2.861e+09,5.151e+09,0.51475363290654,1.059e+09,1.48e+08,5.09e+08,1.741e+09,9.066e+09,9e+07,2.538e+09,1.06e+08,52207,778990,831197,"Italy"
"496",2016,"ITA",100,100,38898890,19377775,19521066,60627498,64.160474265558,42351339,NA,NA,52178,16788.3,28840.2353758975,34459.2057152238,NA,NA,141.6939815,61.32425277,25.65528181,2204.07609,1.37124,NA,69.855,76.0599975585938,103.71996,"ITA2016",2050292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3283,249175,54.150346102028,175791,62.344666497338,3.524e+09,3.511e+09,0.41768222278886,6.15e+08,7.1e+07,4.8e+07,NA,8.446e+09,1.7e+08,1.478e+09,1.27e+08,52178,807641,859819,"Italy"
"497",2017,"ITA",100,100,38758774,19323553,19435150,60536709,64.0252405238968,42462869,NA,NA,53231,16787.2,29414.3462866516,35086.4783019615,NA,NA,138.2337679,63.077347,27.33701048,2313.65481,1.37744,NA,70.144,76.8000030517578,103.63123,"ITA2017",2191760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3378,246750,55.800852999789,174933,63.093784091166,NA,3.409e+09,NA,7.72e+08,4.2e+07,2.39e+08,NA,8.803e+09,1.41e+08,1.539e+09,1.22e+08,53231,848093,901324,"Italy"
"498",2018,"ITA",100,100,38621108,19270471,19350548,60421760,63.9192043068525,42559879,NA,NA,55493,16780.8,29816.8950320691,35485.1062802569,NA,NA,137.466947,74.38718292,28.13997577,2306.76644,1.39909,NA,70.438,77.0899963378906,103.35051,"ITA2018",2122365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3325,242621,55.029843553051,172344,61.283126755439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55493,826284,881777,"Italy"
"499",2019,"ITA",NA,NA,38482525,19217638,19264808,60297396,63.8212058366567,42655289,NA,NA,NA,16778.6,NA,35680.1597080093,NA,NA,131.2645046,NA,28.85296013,NA,NA,NA,70.736,77.2600021362305,NA,"ITA2019",2131916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3173,241384,52.6225046269,172183,57.71683024407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56586,849198,905784,"Italy"
"500",2020,"ITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ITA2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy"
"501",2001,"JPN",100,99.9256057739258,86351420,43615246,42736040,127149000,67.9135661018633,101706485,NA,22.247669914932,385402,29809,34791.5161152875,42239.1849263634,NA,NA,58.58344329,38.53206086,3.002807182,5113.15815,2.97183,9.44821588844584,79.99,83.7300033569336,NA,"JPN2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10071,1179725,79.206285539013,947253,112.84539363109,9586956887.2693,67569403218.825,1.6055947839887,NA,2569017774.2769,NA,NA,19840516920.189,NA,NA,NA,385402,954293,1339695,"Japan"
"502",2002,"JPN",100,99.8645248413086,86156721,43524231,42632297,127445000,67.6030605815899,104055019,NA,21.1802554910031,382239,22197,34603.5119620378,42190.8048728416,NA,NA,63.42667271,46.59420112,7.347876951,4871.53026,3.01394,9.56475713445015,81.647,84.2200012207031,NA,"JPN2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9645,1166780,75.679704970772,936950,107.50231277656,9085073598.9547,59914977216.868,1.5802484640093,5130663303.8806,2175644953.699,NA,NA,17768892601.373,NA,NA,NA,382239,955412,1337651,"Japan"
"503",2003,"JPN",100,99.8121032714844,85930942,43419292,42511460,127718000,67.2817783440195,106256267,NA,20.6982183101586,385012,20067.3,35092.3287313805,42744.0112850452,NA,NA,67.66835986,48.43526589,11.64872297,5094.30965,3.04295,9.71635272240405,83.196,84.4700012207031,NA,"JPN2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8944,1180505,70.029283264693,948281,99.25976894137,7522860700.8994,49863540972.127,1.4583086518897,3838926581.1552,2003449353.4112,NA,NA,15466361779.952,NA,NA,NA,385012,954186,1339198,"Japan"
"504",2004,"JPN",100,99.7774810791016,85503551,43215631,42287796,127761000,66.924610384239,108136910,NA,20.3121934575852,385163,27591.3,35919.9142994354,43671.6799739123,NA,NA,71.35023936,62.39392963,15.25468492,5099.26372,3.02952,9.880903295998,84.64,84.6100006103516,NA,"JPN2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8572,1182481,67.09402712878,952720,95.101791756809,6214676345.7709,43272246848.908,1.2769018825434,3599066813.603,2026427862.8058,NA,NA,14624128801.54,NA,NA,NA,385163,947563,1332726,"Japan"
"505",2005,"JPN",100,99.7659912109375,84991747,42973812,42017934,127773000,66.5177671238799,109856670,NA,19.7245408306232,391215,20052.3,36337.6573945843,44393.6263842663,NA,NA,75.18656608,66.9210661,18.15772637,5303.91647,3.18099,9.71211291117842,85.978,84.8499984741211,NA,"JPN2005",5852034,75687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7997,1156053,62.58755762172,934346,88.407623596002,6050438949.9285,40059037917.279,1.2050684483017,3204075356.0855,2152110765.491,NA,NA,14014343818.252,NA,NA,NA,391215,933005,1324220,"Japan"
"506",2006,"JPN",100,99.7753219604492,84556631,42759264,41797207,127854000,66.1353035826196,111383848,NA,19.6766866837586,395908,20049.5,36515.7289071683,44995.4944919713,NA,NA,77.73234294,68.68527032,20.58737279,5333.04329,3.27844,9.65754616202856,87.118,85.7399978637695,NA,"JPN2006",5739520,75859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7336,1097643,57.377946720478,887267,80.277513323047,6738741815.8659,36602006736.618,1.2007947924355,2801814986.9769,2549035101.8437,NA,NA,11778583590.729,NA,NA,NA,395908,917938,1313846,"Japan"
"507",2007,"JPN",100,99.8012390136719,84116655,42545551,41570784,128001000,65.7156229412229,112827761,NA,18.7162229369053,405544,20047.6,36952.5315695965,45687.2738147647,NA,NA,83.53615919,74.3,22.02670198,5325.62374,3.3396,9.77769262740135,88.146,86.1399993896484,NA,"JPN2007",5309200,75715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6695,1033753,52.304278872821,832704,73.029828130653,6882796271.1286,31561476385.669,1.1655663977497,2505598390.1837,2277929509.4713,NA,NA,11373301293.932,NA,NA,NA,405544,919062,1324606,"Japan"
"508",2008,"JPN",100,99.8395004272461,83563130,42278072,41284635,128063000,65.2515796688881,114107975,NA,19.3896127074781,404585,20036.3,35282.6701687946,45165.7879187542,NA,NA,85.88467316,75.4,23.43083573,5108.78261,3.33718,9.46219035162381,89.103,86.5199966430664,NA,"JPN2008",5082233,75528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6079,944833,47.468823938218,766394,66.680472965176,7369257129.5147,31870349620.561,1.1387528741691,2849499030.1446,2265834807.0634,NA,NA,10878548197.053,NA,NA,NA,404585,905907,1310492,"Japan"
"509",2009,"JPN",100,99.885871887207,82886937,41952994,40933588,128047000,64.7316507776283,115228215,NA,20.1634054757816,393765,24506,33407.5381100922,42724.7603699749,NA,NA,90.4633869,78,25.56349787,5099.21074,3.2314,8.63209972900576,89.989,86.9199981689453,NA,"JPN2009",4609333,75325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5840,910354,45.608253219521,737637,64.297877091085,9601945140.8457,37206998936.432,1.2430832623427,4655581797.1798,2537799793.2743,NA,NA,13529011467.209,NA,NA,NA,393765,898720,1292485,"Japan"
"510",2010,"JPN",100,99.9339752197266,82153251,41604516,40548737,128070000,64.1471468940669,116302928,108678.2422,19.2648090518249,393466,20140.3,35065.8485191001,44507.6763859172,NA,NA,95.9116759,78.21,26.5296046,5103.62526,3.13708,9.15601825564145,90.812,87.7799987792969,NA,"JPN2010",4956148,75361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5828,895417,45.506363707348,725924,64.423417049876,11305885028.835,35766258465.21,1.0937288587138,2168452233.5432,2361127084.9171,NA,NA,13962828221.502,NA,NA,NA,393466,876951,1270417,"Japan"
"511",2011,"JPN",100,99.9716415405273,81219621,41137820,40081298,127833000,63.5357234200291,116416235,NA,18.1604501938716,395067,20087.4,34818.6284502345,44538.7261906776,NA,NA,103.3168827,79.05411352,27.77937861,5110.16567,3.24477,9.31269349854889,91.069,88.0599975585938,NA,"JPN2011",4210224,75513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5535,853769,43.298678744925,692084,61.30427723985,10208813811.71,35812517049.233,1.0392805578251,2287048234.9827,1328254175.8725,NA,NA,15681455308.086,NA,NA,NA,395067,867573,1262640,"Japan"
"512",2012,"JPN",100,99.9925079345703,80252578,40659104,39592692,127629000,62.8795791700886,116331281,NA,17.9167942025629,404396,19435.4,35480.9555119692,45276.8743353985,NA,NA,109.8935958,79.4964,28.1353374,5032.93122,3.20908,9.63434726433648,91.148,88.2099990844727,NA,"JPN2012",5369721,76126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5261,824569,41.221039105532,665157,58.359929568739,11803122282.229,37300772095.808,1.0174572670122,3281082732.7302,1359236056.293,NA,NA,17611048245.089,NA,NA,NA,404396,892157,1296553,"Japan"
"513",2013,"JPN",100,99.9991226196289,79281609,40183780,39097031,127445000,62.2084890919512,116262976,NA,17.5479830839297,414387,19435.5,36505.482515848,46249.2095886628,NA,NA,115.2542733,88.21942891,28.77207,5147.43517,3.31496,9.76591054964887,91.226,88.4700012207031,NA,"JPN2013",5375513,76619.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5165,780715,40.527286280356,629033,57.030997202721,9192030123.1835,33129221997.886,1.0896895636434,2287780442.1123,1130768673.3113,NA,NA,16256879830.095,NA,NA,NA,414387,889795,1304182,"Japan"
"514",2014,"JPN",100,100,78362321,39739205,38622584,127276000,61.5688116965961,116208079,NA,17.5369963739768,413970,16703.2,36748.3461025019,46484.1552669134,NA,NA,123.1631952,89.10683302,29.48375616,5328.40955,3.40022,9.48076637386467,91.304,88.5899963378906,NA,"JPN2014",5562888,77188.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4837,710650,38.004022753701,573842,53.215779965105,8644266432.5826,29831860730.033,1.052487370494,1916521584.1805,1332459141.4885,NA,NA,14088902214.587,NA,NA,NA,413970,876322,1290292,"Japan"
"515",2015,"JPN",100,100,77544929,39349870,38195060,127141000,60.9912848236834,116182717,NA,NA,427486,16704.4,38181.4678448878,47102.5808781498,NA,NA,125.4518632,91.05802839,30.37273009,5173.03053,3.28165,9.15364142172863,91.381,88.9400024414063,NA,"JPN2015",5046510,77404.331,NA,NA,NA,NA,NA,NA,NA,1218772,NA,NA,NA,NA,NA,4885,665255,38.42190953351,536899,53.495630058609,8880164753.4196,28143419695.145,0.9356715108302,2109821095.8099,1365090740.7764,NA,NA,14437402241.108,NA,NA,NA,427486,879935,1307421,"Japan"
"516",2016,"JPN",100,100,76823835,38988697,37834602,126994511,60.4938234789163,116145370,NA,NA,431799,15108.4,38665.7474475202,47403.0469116934,NA,NA,130.5952482,93.18272128,31.15573635,5209.36906,3.15522,8.94437282411363,91.457,89.4199981689453,NA,"JPN2016",4970260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4698,618059,36.993724870518,499201,51.442057863643,9174734997.4464,33274763979.568,0.95362973851303,2617434363.7397,1633298991.6635,NA,NA,14060634641.638,NA,NA,NA,431799,891479,1323278,"Japan"
"517",2017,"JPN",100,100,76168000,38661365,37505818,126785797,60.0761301376108,116053379,NA,NA,437363,19249.4,39433.5079902236,48510.6094087782,NA,NA,135.5186644,91.72654724,31.78948999,5304.13762,3.21254,NA,91.535,89.5800018310547,NA,"JPN2017",5234166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4431,580113,34.948709594025,472165,48.476872210501,NA,31577903148.098,NA,2259563573.1652,1594427778.6143,NA,NA,17221813043.757,NA,NA,NA,437363,904967,1342330,"Japan"
"518",2018,"JPN",100,100,75571759,38365439,37205507,126529100,59.7267812806245,115920900,NA,NA,NA,19122.5,39488.7631409283,48766.1336629216,NA,NA,141.4069924,91.28160849,32.62230968,5331.15027,3.26451,NA,91.616,89.7099990844727,NA,"JPN2018",5272067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4166,525212,32.925232219308,430601,45.545748764074,NA,NA,NA,1912218665.9798,1809394708.8204,NA,NA,NA,NA,NA,NA,441614,917921,1359535,"Japan"
"519",2019,"JPN",NA,NA,75032834,38101515,36930804,126264931,59.4249196996624,115782416,NA,NA,NA,NA,NA,49187.8330895642,NA,NA,147.0232275,NA,33.50338023,NA,NA,NA,91.698,89.9599990844727,NA,"JPN2019",5195216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3920,461070,31.045833304261,381237,42.861232168579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446711,909598,1356309,"Japan"
"520",2020,"JPN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPN2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan"
"521",2001,"KHM",15.5085153579712,64.3307571411133,7009970,3315099,3694844,12405408,56.5073716237305,2320183,NA,70.2325581395349,33,603,371.382930925664,453.969017741301,NA,NA,1.801295048,0.076956056,NA,NA,NA,0.181496489273065,18.703,13.5799999237061,27.27171,"KHM2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"522",2002,"KHM",18.8072299957275,66.6280212402344,7260201,3436305,3823865,12637727,57.4486298050274,2378420,NA,59.7285067873303,NA,603,384.425170817549,474.941032111551,NA,NA,3.006869827,0.226983238,0.000395641,17.64162,0.0498,0.174678088868354,18.82,14.4399995803833,34.57966,"KHM2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"523",2003,"KHM",19.3,68.9358062744141,7480667,3543479,3937169,12856163,58.1874000819685,2434572,NA,56.7226890756303,45,650,410.473587986613,506.583017849236,NA,NA,3.876646555,0.260570198,0.003259137,NA,NA,0.185116119016226,18.937,15.6999998092651,41.16237,"KHM2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"524",2004,"KHM",25.3439292907715,71.2613906860352,7689906,3645701,4044204,13066469,58.8522117184069,2489816,NA,57.563025210084,45,650,443.883602172101,549.969766152318,NA,NA,6.593211984,0.300436644,0.005969478,NA,NA,0.187188214352324,19.055,17.3700008392334,45.07593,"KHM2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"525",2005,"KHM",20.5,66.8,7903891,3751018,4152873,13273354,59.5470519357805,2545033,NA,56.2264150943396,45,NA,498.203218472029,613.133329407254,NA,NA,8.000992063,0.317321781,0.007533891,NA,NA,0.209134707022807,19.174,19.6100006103516,50.45825,"KHM2005",1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"526",2006,"KHM",31.791259765625,75.9796600341797,8126989,3864194,4262781,13477709,60.2994841333939,2600254,NA,54.0540540540541,NA,NA,551.157704267715,668.876489417056,NA,NA,12.77405529,0.46835672,0.02151701,NA,NA,0.222560525679847,19.293,21.6100006103516,54.65854,"KHM2006",1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6666666666667,8.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"527",2007,"KHM",35.0023460388184,78.3657836914063,8350593,3977931,4372663,13679962,61.0425160537727,2655691,NA,55.4317548746518,NA,NA,588.209091274175,726.286982617308,NA,NA,18.88395596,0.49,0.061769177,NA,NA,0.253313203647788,19.413,23.5900001525879,58.31066,"KHM2007",2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9166666666667,10.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"528",2008,"KHM",26.4,87,8576108,4094104,4482017,13883834,61.7704590821239,2717205,NA,54.3766578249337,NA,NA,656.024317865991,763.508498039056,NA,NA,30.51750691,0.51,0.1195203,NA,NA,0.280759695052534,19.571,24.9099998474121,60.62154,"KHM2008",2400,NA,15.902,NA,188.915,NA,24158,0.231,215.482,NA,NA,NA,NA,7.25,14.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"529",2009,"KHM",41.4572792053223,83.1708297729492,8797141,4209788,4587366,14093604,62.4193854176689,2808855,NA,61.6091954022989,NA,NA,646.330788476252,752.796480639033,NA,NA,44.47407491,0.53,0.212862516,NA,NA,0.332001097802947,19.93,26.2299995422363,59.52118,"KHM2009",2600,NA,20.435,NA,275.471,NA,19510,0.324,307.05,NA,NA,NA,NA,4.91666666666667,18.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"530",2010,"KHM",31.1,91.3,9008112,4321350,4686761,14312212,62.940040295658,2904520,1152.062866,67.3160173160173,NA,NA,658.305610532457,785.502282874113,NA,NA,56.94971539,1.26,0.249199774,NA,NA,0.35818823812839,20.294,29,59.49865,"KHM2010",2900,NA,15.563,NA,236.614,NA,9544,0.224,260.969,NA,NA,NA,NA,4.08333333333333,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"531",2011,"KHM",48.0331268310547,93.1231079101563,9202173,4420558,4781658,14541423,63.2824793006847,3004694,NA,67.9752066115702,NA,NA,707.037092992903,827.777013823179,NA,NA,94.60559671,3.1,0.151291933,NA,NA,0.358846654828761,20.663,30.6800003051758,58.34503,"KHM2011",3400,NA,22.127,NA,218.217,NA,8554,0.404,251.729,NA,NA,NA,NA,2.58333333333333,32.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"532",2012,"KHM",51.3919372558594,94.2943801879883,9406756,4525590,4881199,14780454,63.6432142070873,3109364,NA,68.7747035573123,NA,NA,754.455221238743,873.949283306707,NA,NA,129.2593245,4.94,0.201171087,NA,NA,0.369169715625785,21.037,35.4199981689453,58.10259,"KHM2012",3400,NA,22.209,NA,233.497,NA,7467,0.502,271.155,NA,NA,NA,NA,3,25.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"533",2013,"KHM",54.7952461242676,95.1797103881836,9610515,4630240,4980278,15026332,63.9578241715942,3217889,NA,68.5328185328185,NA,NA,810.880176383694,922.890205656967,NA,NA,134.8600177,6.8,0.21727192,NA,NA,0.372890469876481,21.415,39.4199981689453,58.95303,"KHM2013",3400,NA,21.153,NA,244.971,NA,7208,0.327,282.137,47263,NA,NA,NA,2.83333333333333,28.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
"534",2014,"KHM",56.1,96.9,9802042,4727951,5074081,15274503,64.1725756968983,3329689,NA,63.6065573770492,NA,NA,810.433075803115,972.742728302533,NA,NA,133.8962191,14,0.43281932,NA,NA,0.437653585193574,21.799,43.5099983215332,60.82581,"KHM2014",4100,NA,23.793,NA,303.18,NA,7923,0.391,344.249,NA,NA,NA,NA,4.91666666666667,40.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambodia"
